name,sku,collection,product_type,price,product_dimension,shipping_dimension,net_weight,gross_weight,qty_per_carton,color,frame_type,cushion_info,description,tags,image_url,all_image_urls,url
"64"" Square Dining Table Designer",SQDTDR64,,Patio Furniture,$2855.00,"28""x64""x64""",66'',86.9 lbs,99 lbs,1,MA,Cast Aluminum Knock-Down,,"Description 64"" Square Dining Table Designer Dimensions & Weight Product Dimension 28""x64""x64"" Shipping Dimension 66'' x4'' x66'' Net Weight 86.9 lbs Gross Weight 99 lbs QTY/CTN 1 Specifications Color MA Frame Type Cast Aluminum Knock-Down Matching Cover TR94; with chairs Warranty Frames: 10 years; California's Proposition 65 Warning For California Residents Additional Documents",Designer,https://cdn.shopify.com/s/files/1/0556/0729/6170/products/SQDTDR64.jpg?v=1741158507,https://cdn.shopify.com/s/files/1/0556/0729/6170/products/SQDTDR64.jpg?v=1741158507 | https://cdn.shopify.com/s/files/1/0556/0729/6170/products/SQDTDR64_1.jpg?v=1741158507,https://summersetcasual.com/products/64-square-dining-table-designer
"44"" Square Dining Table Designer",SQDTDR44,,Patio Furniture,$1358.00,"28""x44""x44""",46'',45.1 lbs,55.22 lbs,1,MA,Cast Aluminum Knock-Down,,"Description 44"" Square Dining Table Designer Dimensions & Weight Product Dimension 28""x44""x44"" Shipping Dimension 46'' x3'' x46'' Net Weight 45.1 lbs Gross Weight 55.22 lbs QTY/CTN 1 Specifications Color MA Frame Type Cast Aluminum Knock-Down Matching Cover T44; Warranty Frames: 10 years; California's Proposition 65 Warning For California Residents Additional Documents",Designer,https://cdn.shopify.com/s/files/1/0556/0729/6170/products/SQDTDR44.jpg?v=1741158508,https://cdn.shopify.com/s/files/1/0556/0729/6170/products/SQDTDR44.jpg?v=1741158508 | https://cdn.shopify.com/s/files/1/0556/0729/6170/products/SQDTDR44-3.jpg?v=1741158508,https://summersetcasual.com/products/44-square-dining-table-designer
"44"" x 24"" Rectangle Coffee Table Designer",CTDR4424,,Patio Furniture,$501.00,18.1''x41.9''x24'',26'',26.4 lbs,35.86 lbs,1,MA,Cast Aluminum Knock-Down,,"Description 44"" X 24"" RECTANGLE COFFEE TABLE DESIGNER Dimensions & Weight Product Dimension 18.1''x41.9''x24'' Shipping Dimension 26'' x3'' x46'' Net Weight 26.4 lbs Gross Weight 35.86 lbs QTY/CTN 1 Specifications Color MA Frame Type Cast Aluminum Knock-Down Matching Cover TC44; Warranty Frames: 10 years; California's Proposition 65 Warning For California Residents Additional Documents","Designer, Stocking",https://cdn.shopify.com/s/files/1/0556/0729/6170/products/CTDR4224.jpg?v=1741158509,https://cdn.shopify.com/s/files/1/0556/0729/6170/products/CTDR4224.jpg?v=1741158509 | https://cdn.shopify.com/s/files/1/0556/0729/6170/products/DesignerTop.jpg?v=1741158509,https://summersetcasual.com/products/44-x-24-rectangle-coffee-table-designer
"132"" x 48"" Rectangle Dining Table Signature Extension",RCDTWVEX13248,,Patio Furniture,$5738.00,"28""x132""x48""",0,158 lbs,178 lbs,1,MA,Cast Aluminum Knock-Down,,"Description 132"" x 48"" Rectangle Dining Table Signature Extension Dimensions & Weight Product Dimension 28""x132""x48"" Shipping Dimension 0 Net Weight 158 lbs Gross Weight 178 lbs QTY/CTN 1 Specifications Color MA Frame Type Cast Aluminum Knock-Down Matching Cover T12078; Cover with chairs Warranty Frames: 10 years; California's Proposition 65 Warning For California Residents Additional Documents","Signature, Stocking",https://cdn.shopify.com/s/files/1/0556/0729/6170/products/RCDTWVEX13248_af9bd987-79e0-46b4-b933-7d51e68e2e19.jpg?v=1741158510,https://cdn.shopify.com/s/files/1/0556/0729/6170/products/RCDTWVEX13248_af9bd987-79e0-46b4-b933-7d51e68e2e19.jpg?v=1741158510 | https://cdn.shopify.com/s/files/1/0556/0729/6170/products/RCDTWVEX13248-1_a133a315-4666-42de-b8a3-925369ceae99.jpg?v=1741158510 | https://cdn.shopify.com/s/files/1/0556/0729/6170/products/18-070-148.jpg?v=1741158510 | https://cdn.shopify.com/s/files/1/0556/0729/6170/products/18-070-141_12634c86-9790-4250-a688-f4d23feecede.jpg?v=1741158510,https://summersetcasual.com/products/132-x-48-rectangle-dining-table-signature-extension
"52"" Round Chat Table Signature  (Ice Bucket or Burner Optional)",RCHTWIB52,,Patio Furniture,$1434.00,"24.5""x52""x52""",0,,,1,MA,Cast Aluminum Knock-Down,,"Description 52"" Round Chat Table Signature (Ice Bucket or Burner Optional) Dimensions & Weight Product Dimension 24.5""x52""x52"" Shipping Dimension 0 Net Weight lbs Gross Weight lbs QTY/CTN 1 Specifications Color MA Frame Type Cast Aluminum Knock-Down Matching Cover TR52; Warranty Frames: 10 years; California's Proposition 65 Warning For California Residents Additional Documents",Signature,https://cdn.shopify.com/s/files/1/0556/0729/6170/products/RCHTWIB52.jpg?v=1741158512,https://cdn.shopify.com/s/files/1/0556/0729/6170/products/RCHTWIB52.jpg?v=1741158512 | https://cdn.shopify.com/s/files/1/0556/0729/6170/products/RDTWIB52_2_36bb0251-b171-4488-a380-21156dc75148.jpg?v=1741158512,https://summersetcasual.com/products/52-round-chat-table-signature-ice-bucket-or-burner-optional
"84"" x 44"" Rectangle Dining Wrap Firepit Table With 2 Burners Signature (Burner or Ice Bucket NOT Included)",FPRDT8444,,Patio Furniture,$4562.00,"28""x84""x44""",46'',127.6 lbs,141.9 lbs,1,MA,Cast Aluminum Knock-Down,,"Description 84"" X 44"" RECTANGLE DINING WRAP FIREPIT TABLE WITH 2 BURNERS SIGNATURE (BURNER OR ICE BUCKET OPTIONAL) Dimensions & Weight Product Dimension 28""x84""x44"" Shipping Dimension 46'' x6'' x85'' Net Weight 127.6 lbs Gross Weight 141.9 lbs QTY/CTN 1 Specifications Color MA Frame Type Cast Aluminum Knock-Down Matching Cover T12078; Cover with chairs Warranty Frames: 10 years; California's Proposition 65 Warning For California Residents Additional Documents","Fire Table, Signature, Stocking",https://cdn.shopify.com/s/files/1/0556/0729/6170/products/FPRDT8444.jpg?v=1741158513,https://cdn.shopify.com/s/files/1/0556/0729/6170/products/FPRDT8444.jpg?v=1741158513 | https://cdn.shopify.com/s/files/1/0556/0729/6170/products/WHP_4022_67a5b2b7-f0ed-4fe6-9250-e43938ea7094.jpg?v=1741158513 | https://cdn.shopify.com/s/files/1/0556/0729/6170/products/WHP_4042.jpg?v=1741158513,https://summersetcasual.com/products/84-x-44-rectangle-dining-wrap-firepit-table-with-2-burners-signature-burner-or-ice-bucket-optional
"44"" Square Chat Wrap Firepit Table Signature (Burner Included)",KTFPCHSQ44,,Patio Furniture,$3547.00,29.1''x44.1''x44.1'',46'',66 lbs,77 lbs,1,MA,Cast Aluminum Knock-Down,,"Description 44"" SQUARE CHAT WRAP FIREPIT TABLE SIGNATURE (BURNER INCLUDED) Dimensions & Weight Product Dimension 29.1''x44.1''x44.1'' Shipping Dimension 46'' x6'' x46'' Net Weight 66 lbs Gross Weight 77 lbs QTY/CTN 1 Specifications Color MA Frame Type Cast Aluminum Knock-Down Matching Cover T44; Warranty Frames: 10 years; California's Proposition 65 Warning For California Residents Additional Documents ??","Fire Table, Signature, Stocking",https://cdn.shopify.com/s/files/1/0556/0729/6170/products/FPCHSQ44.jpg?v=1741158514,https://cdn.shopify.com/s/files/1/0556/0729/6170/products/FPCHSQ44.jpg?v=1741158514 | https://cdn.shopify.com/s/files/1/0556/0729/6170/products/WHP_4072.jpg?v=1741158514 | https://cdn.shopify.com/s/files/1/0556/0729/6170/products/WHP_4075.jpg?v=1741158514 | https://cdn.shopify.com/s/files/1/0556/0729/6170/products/WHP_4068_310f314a-2b56-43e2-86f0-736dfea90df8.jpg?v=1741158514,https://summersetcasual.com/products/44-square-chat-wrap-firepit-table-signature-burner-or-ice-bucket-optional
"52"" Round Bar Table Signature (Ice Bucket or Burner Optional)",RBTWIB52,,Patio Furniture,$2115.00,"41""x52""x52""",53'',55 lbs,70.4 lbs,1,MA,Cast Aluminum Knock-Down,,"Description 52"" Round Bar Table Signature (Ice Bucket or Burner Optional) Dimensions & Weight Product Dimension 41""x52""x52"" Shipping Dimension 53'' x4'' x53'' Net Weight 55 lbs Gross Weight 70.4 lbs QTY/CTN 1 Specifications Color MA Frame Type Cast Aluminum Knock-Down Matching Cover TR52; Cover doesn't reach ground Warranty Frames: 10 years; California's Proposition 65 Warning For California Residents Additional Documents",Signature,https://cdn.shopify.com/s/files/1/0556/0729/6170/products/RBTWIB52.jpg?v=1741158515,https://cdn.shopify.com/s/files/1/0556/0729/6170/products/RBTWIB52.jpg?v=1741158515,https://summersetcasual.com/products/52-round-bar-table-signature-ice-bucket-or-burner-optional
"42"" Round Pedestal Bar Table Signature With Footrest",RPBTWFR42,,Patio Furniture,$1228.00,"41""x42""x42""",0,,,1,MA,Cast Aluminum Knock-Down,,"Description 42"" ROUND PEDESTAL BAR TABLE SIGNATURE WITH FOOTREST Dimensions & Weight Product Dimension 41""x42""x42"" Shipping Dimension 0 Net Weight lbs Gross Weight lbs QTY/CTN 1 Specifications Color MA Frame Type Cast Aluminum Knock-Down Matching Cover M929; Cover table top only Warranty Frames: 10 years; California's Proposition 65 Warning For California Residents Additional Documents","Ecom, Signature, Stocking",https://cdn.shopify.com/s/files/1/0556/0729/6170/products/RPBTWFR42.jpg?v=1741158516,https://cdn.shopify.com/s/files/1/0556/0729/6170/products/RPBTWFR42.jpg?v=1741158516 | https://cdn.shopify.com/s/files/1/0556/0729/6170/products/RPBTWFR42_1.jpg?v=1741158516 | https://cdn.shopify.com/s/files/1/0556/0729/6170/products/RPBTWFR42_2.jpg?v=1741158516 | https://cdn.shopify.com/s/files/1/0556/0729/6170/products/RPBTWFR42_3.jpg?v=1741158516,https://summersetcasual.com/products/42-round-pedestal-bar-table-signature-with-footrest
"36"" Round Pedestal Bar Table Signature With Footrest",RPBTWFR36,,Patio Furniture,$1168.00,"41""x36""x36""",0,,,1,MA,Cast Aluminum Knock-Down,,"Description 36"" ROUND PEDESTAL BAR TABLE SIGNATURE WITH FOOTREST Dimensions & Weight Product Dimension 41""x36""x36"" Shipping Dimension 0 Net Weight lbs Gross Weight lbs QTY/CTN 1 Specifications Color MA Frame Type Cast Aluminum Knock-Down Matching Cover TR36; Cover doesn't reach ground Warranty Frames: 10 years; California's Proposition 65 Warning For California Residents Additional Documents","Signature, Stocking",https://cdn.shopify.com/s/files/1/0556/0729/6170/products/RPBT36WFR.jpg?v=1741158517,https://cdn.shopify.com/s/files/1/0556/0729/6170/products/RPBT36WFR.jpg?v=1741158517 | https://cdn.shopify.com/s/files/1/0556/0729/6170/products/RPBT36WFR_wMeasure.jpg?v=1741158517,https://summersetcasual.com/products/36-round-pedestal-bar-table-signature-with-footrest
"52"" Round Counter Table Signature  (Ice Bucket or Burner Optional)",RCTWIB52,,Patio Furniture,$1866.00,"38""x52""x52""",53'',44 lbs,55 lbs,1,MA,Cast Aluminum Knock-Down,,"Description 52"" ROUND COUNTER TABLE SIGNATURE (ICE BUCKET OR BURNER OPTIONAL) Dimensions & Weight Product Dimension 38""x52""x52"" Shipping Dimension 53'' x4'' x53'' Net Weight 44 lbs Gross Weight 55 lbs QTY/CTN 1 Specifications Color MA Frame Type Cast Aluminum Knock-Down Matching Cover TR52; Warranty Frames: 10 years; California's Proposition 65 Warning For California Residents Additional Documents","Signature, Stocking",https://cdn.shopify.com/s/files/1/0556/0729/6170/products/RCTWIB52.jpg?v=1741158518,https://cdn.shopify.com/s/files/1/0556/0729/6170/products/RCTWIB52.jpg?v=1741158518,https://summersetcasual.com/products/52-round-counter-table-signature-ice-bucket-or-burner-optional
"42"" Round Pedestal Counter Table Signature With Footrest",RPCTWFR42,,Patio Furniture,$1194.00,"38""x42""x42""",0,,,1,MA,Cast Aluminum Knock-Down,,"Description 42"" ROUND PEDESTAL COUNTER TABLE SIGNATURE WITH FOOTREST Dimensions & Weight Product Dimension 38""x42""x42"" Shipping Dimension 0 Net Weight lbs Gross Weight lbs QTY/CTN 1 Specifications Color MA Frame Type Cast Aluminum Knock-Down Matching Cover M929; Cover table top only Warranty Frames: 10 years; California's Proposition 65 Warning For California Residents Additional Documents","Signature, Stocking",https://cdn.shopify.com/s/files/1/0556/0729/6170/products/RPBTWFR42_f5d27eee-7409-482e-9ff3-6cf4792c9569.jpg?v=1741158519,https://cdn.shopify.com/s/files/1/0556/0729/6170/products/RPBTWFR42_f5d27eee-7409-482e-9ff3-6cf4792c9569.jpg?v=1741158519 | https://cdn.shopify.com/s/files/1/0556/0729/6170/products/RPBTWFR42_1_0f8b9587-df90-4372-803f-0e8bcdb795c4.jpg?v=1741158519 | https://cdn.shopify.com/s/files/1/0556/0729/6170/products/RPBTWFR42_2_81245b81-944b-477b-b1fd-2ad54838eabd.jpg?v=1741158519 | https://cdn.shopify.com/s/files/1/0556/0729/6170/products/RPBTWFR42_3_f8e34c0c-09a1-473d-a393-cc055b8feffc.jpg?v=1741158519,https://summersetcasual.com/products/42-round-pedestal-counter-table-signature-with-footrest
"36"" Round Pedestal Counter Table Signature With Footrest",RPCTWFR36,,Patio Furniture,$1138.00,"38""x36""x36""",0,,,1,MA,Cast Aluminum Knock-Down,,"Description 36"" ROUND PEDESTAL COUNTER TABLE SIGNATURE WITH FOOTREST Dimensions & Weight Product Dimension 38""x36""x36"" Shipping Dimension 0 Net Weight lbs Gross Weight lbs QTY/CTN 1 Specifications Color MA Frame Type Cast Aluminum Knock-Down Matching Cover TR36; Warranty Frames: 10 years; California's Proposition 65 Warning For California Residents Additional Documents","Signature, Stocking",https://cdn.shopify.com/s/files/1/0556/0729/6170/products/RPBT36WFR_94b5dd5a-39fa-4c98-998c-65954ffb4c2b.jpg?v=1741158520,https://cdn.shopify.com/s/files/1/0556/0729/6170/products/RPBT36WFR_94b5dd5a-39fa-4c98-998c-65954ffb4c2b.jpg?v=1741158520,https://summersetcasual.com/products/36-round-pedestal-counter-table-signature-with-footrest
"84"" x 44"" Rectangle Dining Table Signature",RCDT8444,,Patio Furniture,$2363.00,"28""x84""x44""",46'',99 lbs,114.4 lbs,1,MA,Cast Aluminum Knock-Down,,"Description 84"" X 44"" RECTANGLE DINING TABLE SIGNATURE Dimensions & Weight Product Dimension 28""x84""x44"" Shipping Dimension 46'' x3'' x87'' Net Weight 99 lbs Gross Weight 114.4 lbs QTY/CTN 1 Specifications Color MA Frame Type Cast Aluminum Knock-Down Matching Cover T12078; Cover with chairs Warranty Frames: 10 years; California's Proposition 65 Warning For California Residents Additional Documents","Signature, Stocking",https://cdn.shopify.com/s/files/1/0556/0729/6170/products/RCDT8444_2c853531-dba7-4e39-97b1-5ae690b447e1.jpg?v=1741158520,https://cdn.shopify.com/s/files/1/0556/0729/6170/products/RCDT8444_2c853531-dba7-4e39-97b1-5ae690b447e1.jpg?v=1741158520,https://summersetcasual.com/products/84-x-44-rectangle-dining-table-signature
"87"" x 42"" Oval Dining Table Signature (Container Order Only)",ODT8742,,Patio Furniture,$2703.00,"28""x87""x42""",0,,,1,MA,Cast Aluminum Knock-Down,,"Description This product is for Container Direct order only. Please check our Container Direct Order Guidelines for ordering instruction. However, if this product is Not showing ""out of stock"", it means we still have some leftover quantity in our California warehouse. In which case, you can order up to the available quantity shown. In addition, these leftover items are discounted 20% to their regular prices. Dimensions & Weight Product Dimension 28""x87""x42"" Shipping Dimension 0 Net Weight lbs Gr",Signature,https://cdn.shopify.com/s/files/1/0556/0729/6170/products/ODT8442_1.jpg?v=1741158521,https://cdn.shopify.com/s/files/1/0556/0729/6170/products/ODT8442_1.jpg?v=1741158521 | https://cdn.shopify.com/s/files/1/0556/0729/6170/products/ODT8742_wMeasurecopy.jpg?v=1741158521 | https://cdn.shopify.com/s/files/1/0556/0729/6170/products/ODT8442_2.jpg?v=1741158521 | https://cdn.shopify.com/s/files/1/0556/0729/6170/products/ODT8442_3.jpg?v=1741158521 | https://cdn.shopify.com/s/files/1/0556/0729/6170/products/ODT8442_4.jpg?v=1741158522 | https://cdn.shopify.com/s/files/1/0556/0729/6170/products/ODT8442_5.jpg?v=1741158522,https://summersetcasual.com/products/87-x-42-oval-dining-table-signature
"72"" x 42"" Oval Dining Table Signature",ODT7242,,Patio Furniture,$2265.00,"28""x72""x42""",44'',68.2 lbs,81.4 lbs,1,MA,Cast Aluminum Knock-Down,,"Description 72"" X 42"" OVAL DINING TABLE SIGNATURE Dimensions & Weight Product Dimension 28""x72""x42"" Shipping Dimension 44'' x3'' x74'' Net Weight 68.2 lbs Gross Weight 81.4 lbs QTY/CTN 1 Specifications Color MA Frame Type Cast Aluminum Knock-Down Matching Cover T12078; Cover with chairs Warranty Frames: 10 years; California's Proposition 65 Warning For California Residents Additional Documents","Signature, Stocking",https://cdn.shopify.com/s/files/1/0556/0729/6170/products/ODT7242.jpg?v=1741158522,https://cdn.shopify.com/s/files/1/0556/0729/6170/products/ODT7242.jpg?v=1741158522 | https://cdn.shopify.com/s/files/1/0556/0729/6170/products/ODT7242_wMeasure.jpg?v=1741158523 | https://cdn.shopify.com/s/files/1/0556/0729/6170/products/ODT7242_1.jpg?v=1741158523 | https://cdn.shopify.com/s/files/1/0556/0729/6170/products/ODT7242_2.jpg?v=1741158523 | https://cdn.shopify.com/s/files/1/0556/0729/6170/products/ODT7242_4.jpg?v=1741158523,https://summersetcasual.com/products/72-x-42-oval-dining-table-signature
"64"" Square Dining Table Signature",SQDT64,,Patio Furniture,$2314.00,"28""x64""x64""",66'',94.6 lbs,110.44 lbs,1,MA,Cast Aluminum Knock-Down,,"Description 64"" Square Dining Table Signature Dimensions & Weight Product Dimension 28""x64""x64"" Shipping Dimension 66'' x3'' x66'' Net Weight 94.6 lbs Gross Weight 110.44 lbs QTY/CTN 1 Specifications Color MA Frame Type Cast Aluminum Knock-Down Matching Cover TR94; with chairs Warranty Frames: 10 years; California's Proposition 65 Warning For California Residents Additional Documents","Ecom, Signature",https://cdn.shopify.com/s/files/1/0556/0729/6170/products/SQDT64copy.jpg?v=1741158524,https://cdn.shopify.com/s/files/1/0556/0729/6170/products/SQDT64copy.jpg?v=1741158524,https://summersetcasual.com/products/64-square-dining-table-signature
"60"" Round Dining Table Signature",RDT60,,Patio Furniture,$2264.00,"28""x60""x60""",61'',72.6 lbs,90.2 lbs,1,MA,Cast Aluminum Knock-Down,,"Description 60"" ROUND DINING TABLE SIGNATURE Dimensions & Weight Product Dimension 28""x60""x60"" Shipping Dimension 61'' x3'' x61'' Net Weight 72.6 lbs Gross Weight 90.2 lbs QTY/CTN 1 Specifications Color MA Frame Type Cast Aluminum Knock-Down Matching Cover TR94; with chairs Warranty Frames: 10 years; California's Proposition 65 Warning For California Residents Additional Documents","Ecom, Signature, Stocking",https://cdn.shopify.com/s/files/1/0556/0729/6170/products/RDT60.jpg?v=1741158524,https://cdn.shopify.com/s/files/1/0556/0729/6170/products/RDT60.jpg?v=1741158524 | https://cdn.shopify.com/s/files/1/0556/0729/6170/products/RDT60_wMeasure.jpg?v=1741158525 | https://cdn.shopify.com/s/files/1/0556/0729/6170/products/RDT603.jpg?v=1741158525 | https://cdn.shopify.com/s/files/1/0556/0729/6170/products/RDT60Detail2_cf388824-1830-49e4-a3fd-470fe49c12f1.jpg?v=1741158525,https://summersetcasual.com/products/60-round-dining-table-signature
"52"" Round Dining Table Signature (Ice Bucket or Burner Optional)",RDTWIB52,,Patio Furniture,$1988.00,"28""x52""x52""",53'',44 lbs,55 lbs,1,MA,Cast Aluminum Knock-Down,,"Description 52"" ROUND DINING TABLE SIGNATURE (ICE BUCKET OR BURNER OPTIONAL) Dimensions & Weight Product Dimension 28""x52""x52"" Shipping Dimension 53'' x4'' x53'' Net Weight 44 lbs Gross Weight 55 lbs QTY/CTN 1 Specifications Color MA Frame Type Cast Aluminum Knock-Down Matching Cover TR52; Warranty Frames: 10 years; California's Proposition 65 Warning For California Residents Additional Documents","Ecom, Signature, Stocking",https://cdn.shopify.com/s/files/1/0556/0729/6170/products/RDTWIB52.jpg?v=1741158525,https://cdn.shopify.com/s/files/1/0556/0729/6170/products/RDTWIB52.jpg?v=1741158525 | https://cdn.shopify.com/s/files/1/0556/0729/6170/products/RDTWIB52_1.jpg?v=1741158525 | https://cdn.shopify.com/s/files/1/0556/0729/6170/products/RDTWIB52_2.jpg?v=1741158526 | https://cdn.shopify.com/s/files/1/0556/0729/6170/products/RDTWIB52_wMeasure.jpg?v=1741158526,https://summersetcasual.com/products/52-round-dining-table-signature-ice-bucket-or-burner-optional
