id,sku,name,slug,collection,short_description,description,dimensions,specs,price,msrp,sale_price,category_id,is_active,available_online,created_at,updated_at
4086,SPL22103,Chat Chair,chat-chair-in-pool-series-homecrest,Series,Chat Chair — Homecrest In-Pool Series collection.,"Chat Chair — Homecrest In-Pool Series collection.

<p>Our In-Pool Series chat chair combines a playful design and vibrant colors to make it the perfect addition to gatherings, adding a modern touch to your everyday outdoor relaxation. It is a popular option for hotels and larger pools, and it is specifically engineered to withstand the rigors of poolside environments. The chat chair typically works in water up to 12”, but with the addition of optional weights, this depth can increase up to 16”. Available in Desert Sandstone*, Gray Granite*, Light Blue*, River Rock*, Surf Blue*, White*, White Granite, and Yellow* color options. *This color incurs a longer lead time of six weeks.</p>",,{'Material': 'Polyethylene'},,,,43,True,True,2026-06-01 06:36:54.287316+00:00,2026-06-08 21:38:24.006000+00:00
4115,1639A,Chat Chair,chat-chair-liberty-cushion-homecrest,Cushion,Chat Chair — Homecrest Liberty Cushion collection.,"Chat Chair — Homecrest Liberty Cushion collection.

<p>Liberty’s timeless design and unparalleled comfort from DreamCore™ cushions will enhance outdoor spaces for generations to come. Create an environment of relaxation and serenity with a full complement of deep seating pieces, all made in the USA. The crisp tailoring and clean lines will create an engaging ambiance that celebrates the past and the future. This collection is sure to make any outdoor space stylish and inviting. Liberty lends itself to environments where relaxation and connection are priorities. Its chat chair, swivel rockers, and more make it perfect for homeowners who crave comfort, as well as lounges in anywhere from luxury resort to multi-family living environments.</p>","28"" W x 35"" D x 42"" H",{'Material': 'Aluminum'},,,,43,True,True,2026-06-01 06:36:58.233137+00:00,2026-06-08 21:38:24.204000+00:00
4129,61AR390,Chat Chair,chat-chair-revive-air-homecrest,Air,Chat Chair — Homecrest Revive Air collection.,"Chat Chair — Homecrest Revive Air collection.

<p>The mid-century was a great time for furniture design, with many styles setting the standard for which all subsequent designs are measured against. Decades later, Homecrest is helping the iconic “mid-century modern” style experience a renaissance with the benefits of modern technology. Enter: the Revive air collection. This collection uses our unique Sensation sling material—which offers incredible stretch, memory, and UV resistance—to provide the look and feel of a classic cushion, but with none of the restricting maintenance. The Revive air collection is a refreshing style on the eyes, offering a high-quality visual design that hasn’t been seen for many years. This gives the collection potential for homeowners with a refined sense of styles, as well as for designers of corporate environments where innovation and creativity are valued.</p>","33"" W x 33"" D x 35"" H",{'Material': 'Sensation Sling | Aluminum'},,,,43,True,True,2026-06-01 06:37:00.250311+00:00,2026-06-08 21:38:24.255000+00:00
4141,6139A-DC,Chat Chair,chat-chair-revive-cushion-homecrest,Cushion,Chat Chair — Homecrest Revive Cushion collection.,"Chat Chair — Homecrest Revive Cushion collection.

<p>Homecrest’s Revive cushion collection celebrates mid-century modern design, and the artists of all kinds who shaped a generation. It is sure to bring a subtle sophistication to any outdoor space through its curated design inspiration. Featuring our signature DreamCore™ cushion technology, Revive cushion offers supreme comfort to complement its bold visual aesthetic. With all of the industry-leading, quality specifications that Homecrest consistently delivers, Revive cushion celebrates a dynamic era with the promise that it will be enjoyed by generations to come. This collection comes in chat, swivel rocker, loveseat, and sofa seating styles, making it ideal for environments where relaxation is at the forefront.</p>",,"{'Depth': '34""', 'Width': '30.5""', 'Height': '35""', 'Weight': '0 lbs', 'Material': 'Aluminum', 'Arm Height': '25""', 'Seat Height': '18""'}",,,,43,True,True,2026-06-01 06:37:02.098167+00:00,2026-06-08 21:38:24.303000+00:00
4170,4537A,Chat Chair,chat-chair-sutton-cushion-homecrest,Cushion,Chat Chair — Homecrest Sutton Cushion collection.,"Chat Chair — Homecrest Sutton Cushion collection.

<p>Plush, all-weather cushions, plus strong frame lines created by durable aluminum are just the beginning of what makes Homecrest’s Sutton cushion collection a prime choice for discerning homeowners and designers. Creating an outdoor space with a sophisticated aesthetic is easy with Sutton cushion’s bold shapes; its gently sloping backs promote and exclusive Luxe Outdoor™ cushions promote restful lounging, while striking a modern pose with its visual style. This collection is sure to make any outdoor space feel inviting. We offer Sutton cushion in multiple chat chair seating styles, in addition to loveseats and sofas. This collection is well suited for homeowners looking create a relaxing setting, as well as for casual commercial contexts, such as fireside lounges, resorts, or relaxation areas in corporate settings.</p>","30.5"" W x 34"" D x 36"" H",{'Material': 'Cushion | Aluminum'},,,,43,True,True,2026-06-01 06:37:06.424231+00:00,2026-06-08 21:38:24.386000+00:00
4188,1H37A-DC,Chat Chair,chat-chair-willow-cushion-homecrest,Cushion,Chat Chair — Homecrest Willow Cushion collection.,"Chat Chair — Homecrest Willow Cushion collection.

<p>Designed to endure the demands of outdoor living, our Willow collection boasts sleek lines, durable HDPE construction, and exceptionally comfortable all-weather cushions. The wood-look HDPE frame adds warmth and natural beauty, enhancing aesthetic appeal while ensuring resistance to the elements. Our High Resilient, furniture-grade foam cushions provide unparalleled comfort, creating the ultimate retreat. Versatile and customizable, Willow offers a range of modular pieces that allow for unlimited configurations, making it the perfect choice for any outdoor space.</p>",,"{'Depth': '31.5""', 'Width': '33.5""', 'Height': '31""', 'Weight': '0 lbs', 'Material': 'HDPE', 'Arm Height': '28.5""', 'Seat Height': '18""'}",,,,43,True,True,2026-06-01 06:37:08.879720+00:00,2026-06-08 21:38:24.432000+00:00
4155,96380,Club Chair,club-chair-rowan-cushion-homecrest,Cushion,Club Chair — Homecrest Rowan Cushion collection.,"Club Chair — Homecrest Rowan Cushion collection.

<p>The Rowan collection combines a sleek, powder-coated aluminum frame with woven, weather-resistant rope to create a modern and sophisticated aesthetic. Crafted with quick-dry foam cushions and premium outdoor fabric, Rowan is designed for ultimate convenience, comfort, and resilience. From corporate spaces to apartment amenity decks, Rowan’s design suits any setting.</p>","40.2"" W x 32.7"" D x 30"" H",{'Material': 'Cushion | Aluminum'},,,,43,True,True,2026-06-01 06:37:04.254646+00:00,2026-06-08 21:38:24.348000+00:00
4218,5744B,Coffee Post Table Base,coffee-post-table-base-table-bases-homecrest,Bases,Coffee Post Table Base — Homecrest Table Bases collection.,"Coffee Post Table Base — Homecrest Table Bases collection.

<p>Homecrest has revamped the universal table base to an “easier to assemble” table base. This sleek new table base is composed of aluminum and is designed for the utmost in durability, convenience and maneuverability. No matter the size and/or shape of the table top you choose, Homecrest’s universal base is sure to please.</p>",,{'Material': 'Aluminum'},,,,52,True,True,2026-06-01 06:37:15.449948+00:00,2026-06-23 18:14:57.428150+00:00
4219,272644B,Coffee Trestle Table Base,coffee-trestle-table-base-table-bases-homecrest,Bases,Coffee Trestle Table Base — Homecrest Table Bases collection.,"Coffee Trestle Table Base — Homecrest Table Bases collection.

<p>Homecrest has revamped the universal table base to an “easier to assemble” table base. This sleek new table base is composed of aluminum and is designed for the utmost in durability, convenience and maneuverability. No matter the size and/or shape of the table top you choose, Homecrest’s universal base is sure to please.</p>",,{'Material': 'Aluminum'},,,,52,True,True,2026-06-01 06:37:15.707849+00:00,2026-06-23 18:14:57.428150+00:00
3979,8410A-DC,Corner,corner-blair-cushion-homecrest,Blair Cushion,Corner — Homecrest Blair Cushion collection.,"Corner — Homecrest Blair Cushion collection.

<p>Elevate your outdoor seating experience with our Blair collection. Blair redefines relaxation with its plush cushions and sleek metal back design features. The 8” cushions featuring DreamCore technology mean you can sink into a soft seat, enveloped in comfort. Crafted with precision and durability in mind, Blair's all-aluminum frame ensures longevity and stability for years to come. Designed for versatility, Blair offers a variety of modular pieces that allow for unlimited configurations, creating arrangements tailored to your unique needs. Note: This is not a standalone piece.</p>",,"{'Depth': '33""', 'Width': '33""', 'Height': '35""', 'Weight': '0 lbs', 'Material': 'Aluminum', 'Seat Height': '18""'}",,,,43,True,True,2026-06-01 06:36:37.901230+00:00,2026-06-08 21:38:23.595000+00:00
3992,8510A-DC,Corner,corner-blair-slip-cover-homecrest,Cover,Corner — Homecrest Blair Slip Cover collection.,"Corner — Homecrest Blair Slip Cover collection.

<p>Create the ultimate retreat with the refreshing style of our Blair collection. This deep seating series combines sophistication and comfort with fully upholstered backs and supremely comfortable DreamCore cushion technology. Outdoor elegance is effortless with this robust collection of modular and freestanding pieces, perfect for creating versatile seating arrangements. Whether you are selecting furniture for a home patio or a lively commercial space, Blair's pieces can be configured into anything from cozy conversation sets to plush, sprawling sectionals. Best of all, each frame, cover, and cushion is crafted by our skilled team in the USA. Note: This is not a standalone piece.</p>",,"{'Depth': '33""', 'Width': '33""', 'Height': '35""', 'Weight': '0 lbs', 'Material': 'Aluminum', 'Seat Height': '18""'}",,,,43,True,True,2026-06-01 06:36:39.925825+00:00,2026-06-08 21:38:23.640000+00:00
4046,5110A-DC,Corner,corner-elements-modular-homecrest,Modular,Corner — Homecrest Elements Modular collection.,"Corner — Homecrest Elements Modular collection.

<p>Elements modular takes the seating experience of our Elements cushion collection and pushes its visual appeal and design possibilities to the next level. Like all our modular seating styles, Elements modular (which its ultra-comfortable DreamCore™ cushion technology) can be arranged in nearly endless configurations. With this collection, aesthetic, function, and spatial design are fully in the hands of the homeowner or designer. This means Elements modular is sure to make an attractive addition to any outdoor space. Note: This is not a standalone piece.</p>",,"{'Notes': 'DreamCore Cushion; shown in Canvas White (Sunbrella) | Carbon Finish', 'Material': 'Aluminum'}",,,,43,True,True,2026-06-01 06:36:48.765199+00:00,2026-06-08 21:38:23.862000+00:00
